delta1,delta2,delta3,delta4
0001,-001,0016,0043,
0001,-001,0016,0043,
0001,0002,0017,0047,
0001,0002,0017,0047,
0001,0002,0017,0047,
0001,-001,0016,0045,
0001,-001,0016,0045,
0000,0000,0015,0044,
0001,0001,0013,0043,
0002,0001,0013,0043,
0002,0001,0013,0043,
0002,0003,0012,0040,
0001,0003,0012,0040,
0001,0003,0012,0040,
0001,-001,0012,0041,
0001,-001,0012,0041,
0001,-001,0012,0041,
0003,0004,0017,0045,
-001,0003,0017,0045,
-001,0003,0017,0045,
-001,0002,0014,0043,
0000,0002,0014,0043,
0000,0002,0014,0043,
-002,0002,0015,0040,
-002,0002,0015,0040,
-002,0002,0015,0040,
0000,0003,0012,0041,
0000,0002,0012,0041,
0000,0002,0012,0041,
0000,0002,0013,0040,
