delta1,delta2,delta3,delta4
-001,0001,0023,0054,
-001,0001,0023,0054,
-001,0001,0025,0056,
-001,0000,0025,0056,
-001,0000,0025,0056,
-001,0000,0024,0055,
0000,0000,0024,0055,
0000,0000,0024,0055,
0000,0000,0024,0057,
0002,0002,0024,0057,
0002,0002,0024,0057,
0000,0000,0024,0057,
0000,0000,0024,0057,
0000,0000,0024,0057,
-004,0000,0025,0057,
-004,0002,0025,0057,
-004,0002,0025,0057,
-002,0001,0027,0057,
-002,0001,0027,0059,
-002,0001,0027,0059,
0000,0000,0022,0056,
0000,0000,0022,0056,
0000,0000,0022,0056,
0000,0001,0023,0056,
0001,0001,0023,0056,
0001,0001,0023,0056,
0003,0001,0024,0052,
0000,0004,0024,0052,
0000,0004,0024,0052,
-003,-001,0027,0056,
