delta1,delta2,delta3,delta4
0003,0003,0030,0068,
0003,0003,0030,0068,
0003,0003,0030,0068,
0002,0002,0033,0067,
0002,0002,0033,0067,
0002,0002,0033,0067,
0002,0003,0038,0070,
0002,0003,0038,0074,
0002,0003,0038,0074,
0002,0000,0036,0067,
0002,0000,0036,0067,
0002,0000,0036,0067,
0002,0001,0036,0068,
0002,0001,0036,0071,
0002,0001,0036,0071,
0004,0006,0035,0068,
0004,0003,0035,0068,
0004,0003,0035,0068,
0005,0003,0033,0066,
0003,0003,0033,0066,
0003,0003,0033,0066,
0002,0003,0038,0071,
0002,0003,0038,0072,
0002,0003,0038,0072,
0001,0005,0034,0066,
0001,0004,0034,0066,
0001,0004,0034,0066,
0002,0004,0038,0070,
0002,0004,0038,0072,
0002,0004,0038,0072,
