delta1,delta2,delta3,delta4
-001,0000,0018,0043,
-001,0000,0018,0043,
-001,0001,0021,0043,
-001,0001,0021,0041,
-001,0001,0021,0041,
-001,0001,0018,0041,
0000,0002,0018,0044,
0000,0002,0018,0044,
0002,0003,0015,0044,
0001,0003,0015,0043,
0001,0003,0015,0043,
0001,0003,0015,0041,
0001,0002,0015,0041,
0001,0002,0015,0041,
0001,0000,0017,0043,
0001,0000,0017,0043,
0001,0000,0017,0043,
0003,0004,0014,0042,
0002,0004,0014,0042,
0002,0004,0014,0042,
-001,0001,0016,0044,
-001,0001,0016,0044,
-001,0001,0016,0044,
0003,0006,0018,0042,
-002,0000,0018,0042,
-002,0000,0018,0042,
-002,0000,0018,0043,
0000,0000,0018,0043,
0000,0000,0018,0043,
0002,0004,0015,0042,
