delta1,delta2,delta3,delta4
0002,0001,0034,0071,
0002,0001,0035,0069,
0001,0000,0036,0069,
0001,0000,0036,0069,
0000,-001,0036,0068,
0000,-001,0036,0068,
0000,-001,0036,0068,
0001,0003,0033,0068,
0001,0002,0033,0068,
0001,0002,0033,0068,
0002,0000,0031,0067,
0002,0000,0031,0067,
0002,0000,0031,0067,
0000,0001,0033,0073,
0000,0001,0033,0073,
0000,0001,0033,0073,
-001,0001,0035,0073,
-001,0000,0035,0071,
-001,0000,0035,0071,
0003,0000,0032,0069,
0000,0001,0032,0069,
0000,0001,0032,0069,
0000,-001,0032,0065,
0001,-001,0032,0065,
0001,-001,0032,0065,
-001,0000,0037,0071,
-001,0000,0037,0071,
-001,0000,0037,0071,
0002,0001,0039,0070,
0001,0001,0036,0070,
