delta1,delta2,delta3,delta4
0001,-003,0009,0044,
0002,-003,0013,0043,
0002,0002,0013,0043,
0002,0002,0013,0043,
0002,0001,0014,0043,
0002,0001,0014,0043,
0002,0001,0014,0043,
0003,0001,0017,0046,
0003,0001,0017,0045,
0003,0001,0017,0045,
0002,0000,0017,0045,
0000,0000,0017,0046,
0000,0000,0017,0046,
0000,0001,0014,0045,
0000,0000,0014,0045,
0000,0000,0014,0045,
0000,-001,0011,0044,
0000,-001,0011,0044,
0000,-001,0011,0044,
0002,0001,0013,0041,
0002,0001,0013,0041,
0002,0001,0013,0041,
0004,0002,0010,0042,
0001,0002,0010,0042,
0001,0002,0010,0042,
0001,0002,0011,0046,
0002,0003,0011,0046,
0002,0003,0011,0046,
0004,0003,0012,0044,
0002,0002,0012,0044,
