delta1,delta2,delta3,delta4
0007,0006,0032,0049,
0007,0006,0032,0049,
0008,0008,0028,0050,
0008,0010,0028,0050,
0008,0010,0028,0050,
0012,0010,0030,0053,
0008,0006,0030,0053,
0008,0006,0030,0053,
0007,0006,0035,0054,
0007,0008,0035,0058,
0007,0008,0035,0058,
0004,0007,0032,0054,
0004,0007,0032,0054,
0004,0007,0032,0054,
0008,0009,0032,0056,
0010,0010,0032,0059,
0010,0010,0032,0059,
0010,0010,0034,0059,
0009,0008,0034,0059,
0009,0008,0034,0059,
0007,0007,0036,0058,
0007,0009,0036,0061,
0007,0009,0036,0061,
0007,0010,0036,0065,
0007,0010,0036,0065,
0007,0010,0036,0065,
0005,0010,0037,0062,
0005,0009,0037,0062,
0005,0009,0037,0062,
0006,0009,0034,0064,
