delta1,delta2,delta3,delta4
0001,0003,0015,0042,
0000,-001,0016,0042,
0000,-001,0016,0042,
0000,-001,0016,0042,
-001,0001,0014,0042,
-001,0001,0014,0043,
-001,0001,0014,0043,
0001,0003,0013,0040,
0001,0003,0013,0040,
0001,0003,0013,0040,
0001,0003,0016,0045,
0000,0003,0016,0042,
0000,0003,0016,0042,
0000,0003,0015,0041,
0001,0002,0015,0041,
0001,0002,0015,0041,
0001,0001,0014,0042,
0000,0001,0014,0042,
0000,0001,0014,0042,
0000,0003,0017,0040,
0001,0001,0017,0040,
0001,0001,0017,0040,
0000,0001,0015,0042,
0000,0004,0015,0044,
0000,0004,0015,0044,
0001,0001,0016,0044,
0001,0001,0016,0044,
0001,0001,0016,0044,
-002,0000,0019,0042,
-002,0000,0019,0042,
