delta1,delta2,delta3,delta4
0007,0007,0039,0067,
0006,0007,0039,0067,
0006,0007,0039,0067,
0005,0007,0036,0064,
0005,0007,0036,0064,
0005,0007,0036,0064,
0007,0008,0034,0067,
0005,0010,0034,0067,
0005,0010,0034,0067,
0004,0007,0037,0065,
0004,0007,0037,0065,
0004,0007,0037,0065,
0006,0006,0038,0066,
0005,0006,0038,0067,
0005,0006,0038,0067,
0005,0007,0038,0068,
0007,0007,0038,0068,
0007,0007,0038,0068,
0005,0008,0037,0066,
0005,0008,0037,0066,
0005,0008,0037,0066,
0008,0009,0035,0066,
0008,0010,0035,0066,
0008,0010,0035,0066,
0007,0008,0037,0068,
0007,0008,0037,0068,
0007,0008,0037,0068,
0007,0006,0040,0069,
0007,0006,0040,0068,
0007,0006,0040,0068,
