delta1,delta2,delta3,delta4
-002,0003,0017,0038,
0000,0001,0017,0038,
0000,0000,0017,0038,
0000,0000,0017,0038,
0000,0000,0011,0033,
0002,0003,0011,0033,
0002,0003,0011,0033,
0001,0001,0013,0038,
0001,0001,0013,0039,
0001,0001,0013,0039,
0000,0000,0017,0037,
0000,0000,0017,0037,
0000,0000,0017,0037,
0000,0003,0012,0037,
0000,0003,0012,0037,
0000,0003,0012,0037,
-003,0002,0013,0039,
-003,0002,0013,0039,
-003,0002,0013,0039,
0000,0002,0015,0039,
0000,0002,0015,0037,
0000,0002,0015,0037,
0000,0002,0015,0036,
0000,0002,0015,0036,
0000,0002,0015,0036,
-002,0001,0016,0038,
-002,0001,0016,0037,
-002,0001,0016,0037,
-001,0002,0015,0037,
-001,0001,0015,0038,
