delta1,delta2,delta3,delta4
0001,0003,0021,0060,
0001,0003,0019,0057,
0003,0004,0019,0057,
0003,0004,0019,0057,
0000,0004,0018,0058,
0000,0004,0018,0058,
0000,0004,0018,0058,
0003,0005,0020,0060,
0003,0005,0020,0060,
0003,0005,0020,0060,
0000,0004,0021,0061,
0000,0003,0021,0060,
0000,0003,0021,0060,
-001,0003,0021,0060,
-001,0004,0021,0061,
-001,0004,0021,0061,
0002,0004,0019,0057,
0004,0004,0019,0057,
0004,0004,0019,0057,
0002,0004,0018,0059,
0002,0006,0018,0059,
0002,0006,0018,0059,
0003,0006,0022,0063,
0003,0003,0023,0060,
0003,0003,0023,0060,
0002,0003,0018,0059,
0001,0005,0018,0059,
0001,0005,0018,0059,
-002,0003,0018,0061,
-002,0001,0018,0058,
