delta1,delta2,delta3,delta4
0001,0002,0010,0037,
0001,0002,0010,0037,
0001,0003,0009,0040,
0004,0003,0009,0040,
0004,0003,0009,0040,
0001,0000,0011,0038,
0001,0000,0011,0038,
0001,0000,0011,0038,
0001,0000,0013,0042,
0001,0000,0013,0042,
0001,0000,0013,0042,
0002,0002,0010,0039,
0002,0003,0010,0039,
0002,0003,0010,0039,
0003,0002,0012,0041,
0003,0002,0012,0041,
0003,0002,0012,0041,
0002,0001,0011,0039,
0002,0001,0011,0039,
0002,0001,0011,0039,
0000,-004,0005,0040,
0000,-003,0004,0039,
0000,-003,0004,0039,
0004,0004,0010,0039,
0004,0004,0010,0039,
0004,0004,0010,0039,
0001,0001,0009,0042,
0001,0001,0009,0042,
0001,0001,0009,0042,
0003,0000,0013,0045,
