delta1,delta2,delta3,delta4
0001,0000,0013,0043,
0002,-003,0013,0043,
0002,-003,0013,0043,
0001,-003,0016,0044,
0001,-003,0016,0044,
0001,-003,0016,0044,
0002,0003,0014,0041,
0001,0002,0014,0041,
0001,0002,0014,0041,
0001,0002,0016,0042,
0003,0002,0016,0042,
0003,0002,0016,0042,
0003,-001,0016,0040,
0001,-001,0016,0040,
0001,-001,0016,0040,
0001,0000,0011,0042,
0001,0000,0011,0042,
0001,0000,0011,0042,
0001,0001,0016,0044,
0004,0004,0016,0044,
0004,0004,0016,0044,
0001,0000,0015,0044,
0001,0000,0015,0044,
0001,0000,0015,0044,
0001,-001,0020,0042,
0000,-001,0020,0042,
0000,-001,0020,0042,
0000,0000,0020,0044,
0001,0000,0020,0044,
0001,0000,0020,0044,
