delta1,delta2,delta3,delta4
0003,0006,0033,0066,
0003,0006,0033,0066,
0003,0006,0038,0069,
0004,0006,0038,0074,
0004,0006,0038,0074,
0004,0005,0040,0071,
0003,0005,0040,0071,
0003,0005,0040,0071,
0003,0008,0038,0073,
0006,0006,0038,0071,
0006,0006,0038,0071,
0006,0006,0037,0071,
0004,0005,0037,0071,
0004,0005,0037,0071,
0002,0004,0034,0070,
0002,0004,0034,0070,
0002,0004,0034,0070,
0002,0007,0039,0072,
0002,0007,0039,0072,
0002,0007,0039,0072,
0005,0005,0036,0071,
0005,0005,0036,0071,
0005,0005,0036,0071,
0003,0005,0036,0072,
0003,0005,0036,0072,
0003,0005,0036,0072,
0007,0007,0036,0068,
0005,0007,0036,0068,
0005,0007,0036,0068,
0005,0007,0033,0070,
