delta1,delta2,delta3,delta4
0000,0002,0017,0055,
0000,0002,0017,0055,
0000,0005,0021,0060,
0000,0003,0021,0060,
0000,0003,0021,0060,
0001,0003,0017,0054,
0001,0002,0017,0054,
0001,0002,0017,0054,
0001,0002,0016,0053,
0000,0003,0016,0053,
0000,0003,0016,0053,
0000,0003,0020,0059,
0001,0003,0020,0059,
0001,0003,0020,0059,
-001,0001,0017,0060,
-001,0001,0017,0061,
-001,0001,0017,0061,
0001,0004,0020,0058,
0003,0005,0020,0058,
0003,0005,0020,0058,
0002,0004,0017,0062,
-001,0003,0017,0063,
-001,0003,0017,0063,
-001,0003,0019,0058,
0000,0005,0019,0058,
0000,0005,0019,0058,
-001,0005,0022,0063,
-001,0003,0022,0061,
-001,0003,0022,0061,
0000,0003,0021,0061,
