delta1,delta2,delta3,delta4
0009,0007,0035,0068,
0009,0008,0035,0068,
0009,0008,0035,0068,
0008,0008,0033,0065,
0007,0007,0033,0065,
0007,0007,0033,0065,
0007,0007,0034,0062,
0009,0010,0034,0062,
0009,0010,0034,0062,
0008,0010,0038,0062,
0008,0010,0038,0062,
0008,0010,0038,0062,
0005,0005,0033,0065,
0005,0005,0033,0065,
0005,0005,0033,0065,
0005,0007,0038,0067,
0005,0007,0038,0067,
0005,0007,0038,0067,
0005,0007,0034,0067,
0005,0007,0034,0067,
0005,0007,0034,0067,
0006,0008,0031,0068,
0006,0008,0031,0068,
0006,0008,0031,0068,
0006,0007,0034,0066,
0006,0007,0034,0066,
0006,0007,0034,0066,
0007,0007,0037,0067,
0005,0009,0037,0067,
0005,0009,0037,0067,
