delta1,delta2,delta3,delta4
-001,0000,0016,0050,
0000,0000,0016,0050,
0000,0000,0016,0050,
0000,0002,0020,0055,
-001,0002,0020,0055,
-001,0002,0020,0055,
-001,0001,0017,0051,
0000,0001,0017,0051,
0000,0001,0017,0051,
0000,0003,0018,0053,
0001,0003,0018,0055,
0001,0003,0018,0055,
-001,0000,0017,0047,
-001,0000,0017,0047,
-001,0000,0017,0047,
0000,0003,0018,0051,
-001,0002,0018,0051,
-001,0002,0018,0051,
-001,0002,0017,0052,
0002,0004,0017,0052,
0002,0004,0017,0052,
-001,0002,0020,0054,
-001,0002,0017,0053,
-001,0002,0017,0053,
0000,0003,0015,0052,
-001,0004,0015,0051,
-001,0004,0015,0051,
-001,0004,0016,0051,
0001,0003,0016,0053,
0001,0003,0016,0053,
