delta1,delta2,delta3,delta4
0003,0001,0016,0039,
0003,0001,0008,0037,
0002,0001,0008,0037,
0002,0001,0008,0037,
0001,0001,0015,0041,
0001,0001,0015,0041,
0001,0001,0015,0041,
0001,0001,0014,0041,
0001,0001,0014,0041,
0001,0001,0014,0041,
0001,0001,0013,0041,
0002,0003,0013,0041,
0002,0003,0013,0041,
0000,0000,0015,0045,
0000,0000,0015,0044,
0000,0000,0015,0044,
0003,0001,0012,0040,
0004,0002,0012,0040,
0004,0002,0012,0040,
0001,0002,0011,0038,
0001,-001,0011,0038,
0001,-001,0011,0038,
0001,-001,0012,0040,
0002,0000,0012,0041,
0002,0000,0012,0041,
0002,0000,0012,0039,
0002,0002,0012,0039,
0002,0002,0012,0039,
0002,0001,0013,0042,
0002,0001,0013,0038,
