delta1,delta2,delta3,delta4
0001,0003,0017,0057,
0001,0003,0017,0057,
0001,0003,0017,0057,
0000,0003,0019,0057,
0000,0003,0019,0057,
0000,0003,0019,0057,
0000,0003,0016,0055,
0000,0003,0016,0055,
0000,0003,0016,0055,
-001,0003,0017,0056,
-001,0004,0017,0056,
-001,0004,0017,0056,
0003,0004,0019,0054,
0001,0004,0019,0054,
0001,0004,0019,0054,
0001,0004,0018,0057,
0000,0006,0018,0058,
0000,0006,0018,0058,
-002,0002,0021,0060,
-002,0002,0021,0057,
-002,0002,0021,0057,
-002,0002,0020,0057,
-001,0004,0020,0059,
-001,0004,0020,0059,
0001,0001,0017,0056,
0000,0001,0017,0056,
0000,0001,0017,0056,
0000,0002,0017,0055,
0000,0002,0017,0055,
0000,0002,0017,0055,
