delta1,delta2,delta3,delta4
0004,0006,0033,0070,
0004,0004,0036,0070,
0003,0004,0036,0070,
0003,0004,0036,0070,
0003,0005,0034,0070,
0004,0005,0034,0070,
0004,0005,0034,0070,
0004,0006,0037,0072,
0004,0006,0037,0072,
0004,0006,0037,0072,
0004,0006,0039,0071,
0005,0006,0039,0071,
0005,0006,0039,0071,
0003,0006,0033,0069,
0003,0007,0033,0069,
0003,0007,0033,0069,
0007,0008,0036,0069,
0006,0007,0036,0069,
0006,0007,0036,0069,
0006,0007,0037,0071,
0005,0007,0037,0070,
0005,0007,0037,0070,
0004,0007,0039,0070,
0003,0005,0040,0070,
0003,0005,0040,0070,
0003,0005,0035,0070,
0007,0008,0035,0070,
0007,0008,0035,0070,
0008,0008,0040,0071,
0005,0005,0040,0071,
