delta1,delta2,delta3,delta4
0002,0001,0015,0043,
0002,0001,0015,0043,
0002,0001,0012,0042,
0004,0002,0012,0040,
0004,0002,0012,0040,
0003,0002,0014,0040,
0003,0001,0014,0043,
0003,0001,0014,0043,
0003,0001,0010,0040,
0002,0001,0010,0040,
0002,0001,0010,0040,
0002,0001,0012,0041,
0003,0002,0012,0041,
0003,0002,0012,0041,
0000,0000,0010,0043,
0000,0000,0010,0043,
0000,0000,0010,0043,
0003,0003,0011,0041,
0004,0004,0011,0041,
0004,0004,0011,0041,
-001,0001,0017,0045,
-001,0001,0017,0045,
-001,0001,0017,0045,
0002,0001,0011,0042,
0004,0005,0011,0042,
0004,0005,0011,0042,
0001,0002,0014,0040,
0001,0002,0014,0040,
0001,0002,0014,0040,
0000,0001,0011,0043,
