delta1,delta2,delta3,delta4
0003,0003,0038,0069,
0003,0003,0038,0069,
0003,0004,0034,0066,
0003,0004,0034,0066,
0003,0004,0034,0066,
0001,0004,0040,0069,
0001,0003,0040,0068,
0001,0003,0040,0068,
0005,0003,0036,0067,
0005,0003,0036,0067,
0005,0003,0036,0067,
0002,0003,0039,0072,
0002,0002,0039,0070,
0002,0002,0039,0070,
0004,0002,0034,0068,
0004,0003,0034,0068,
0004,0003,0034,0068,
0002,0002,0037,0068,
0002,0002,0037,0069,
0002,0002,0037,0069,
0002,0003,0038,0069,
0002,0002,0038,0068,
0002,0002,0038,0068,
0003,0002,0033,0067,
0003,0004,0033,0067,
0003,0004,0033,0067,
0001,0004,0035,0065,
0001,0002,0035,0065,
0001,0002,0035,0065,
0005,0002,0033,0067,
