delta1,delta2,delta3,delta4
0001,0001,0022,0058,
0001,0004,0022,0062,
0001,0004,0022,0062,
-002,0006,0022,0061,
-002,0006,0022,0061,
-002,0006,0022,0061,
-003,0002,0018,0057,
-003,0002,0018,0057,
-003,0002,0018,0057,
0000,0003,0019,0059,
0000,0003,0019,0059,
0000,0003,0019,0059,
0001,0001,0018,0060,
-002,0001,0018,0057,
-002,0001,0018,0057,
-002,0004,0016,0057,
-001,0003,0016,0057,
-001,0003,0016,0057,
0001,0001,0019,0061,
0001,0001,0019,0058,
0001,0001,0019,0058,
0001,0003,0016,0056,
0003,0008,0016,0056,
0003,0008,0016,0056,
0000,0001,0017,0059,
0000,0001,0017,0058,
0000,0001,0017,0058,
-003,0001,0016,0055,
-003,0001,0016,0055,
-003,0001,0016,0055,
