delta1,delta2,delta3,delta4
0003,0004,0038,0070,
0004,0004,0038,0072,
0004,0004,0038,0072,
0005,0005,0031,0066,
0002,0005,0031,0066,
0002,0005,0031,0066,
0002,0005,0034,0067,
0004,0005,0034,0067,
0004,0005,0034,0067,
0003,0005,0034,0068,
0002,0005,0034,0068,
0002,0005,0034,0068,
0002,0005,0036,0068,
0002,0006,0036,0068,
0002,0006,0036,0068,
0003,0006,0033,0067,
0002,0004,0033,0067,
0002,0004,0033,0067,
0001,0004,0033,0067,
0001,0004,0033,0067,
0001,0004,0033,0067,
0001,0004,0036,0070,
0001,0004,0036,0067,
0001,0004,0036,0067,
0006,0004,0033,0067,
0006,0005,0033,0067,
0006,0005,0033,0067,
0005,0005,0033,0065,
0001,0001,0033,0065,
0001,0001,0033,0065,
