delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,-001,0002,0002,0000,0002,-001,-002,0004
0002,-001,0000,0001,-001,0001,-001,-002,0003
-001,0002,0000,0000,-001,0001,0001,0000,0001
-001,0002,0000,0000,-001,0001,0001,0000,0001
-001,0000,0001,0000,-001,0000,0001,0002,0001
-001,0000,0001,0001,-001,0000,0000,0000,0004
-002,0000,0001,0001,-001,0000,0000,0000,0004
-002,0000,0002,0001,-001,0002,0000,0000,0005
-001,0000,0003,0001,-001,0002,0001,0001,0008
-001,0000,0003,0001,-001,0002,0001,0001,0008
-001,0000,0003,0001,-001,0004,0001,0002,0009
-001,-002,-001,0001,0001,0004,0001,0001,0012
-001,-002,0003,0001,0001,0008,0001,0001,0015
-001,-002,0005,0002,0001,0012,0001,0001,0016
0000,0001,0014,0000,0004,0024,0000,0005,0032
0000,0003,0015,0000,0006,0031,0000,0008,0036
0000,0003,0015,0000,0006,0031,0000,0008,0036
0000,0003,0015,0000,0006,0026,0000,0008,0033
0000,0003,0015,0000,0006,0020,0000,0008,0031
0000,0003,0015,0000,0006,0016,0000,0008,0020
0000,0003,0015,0000,0006,0016,0000,0008,0018
0002,0018,0007,0003,0025,0008,0001,0019,0010
0004,0022,0003,0005,0032,0003,0003,0021,0000
0004,0022,0003,0005,0041,0003,0003,0021,0000
0004,0022,0003,0005,0042,0003,0003,0021,0000
0004,0022,0003,0005,0045,0003,0003,0021,0000
0004,0022,0003,0005,0042,0003,0003,0021,0000
0004,0022,0003,0005,0041,0003,0003,0021,0000
0017,0010,0001,0016,0018,0004,0008,0011,0001
0031,0007,0001,0027,0009,0004,0015,0011,0005
0031,0007,0001,0027,0009,0004,0015,0011,0005
0033,0007,0001,0033,0008,0004,0015,0011,0005
0033,0007,0001,0034,0007,0004,0015,0011,0005
0026,0007,0001,0034,0007,0004,0015,0011,0005
0022,0007,0001,0028,0007,0004,0015,0011,0005
0021,0007,0001,0028,0007,0004,0015,0011,0005
0017,0002,0001,0022,0007,0004,0012,0004,0003
0008,0002,0002,0012,0004,0001,0010,0004,0002
0006,0004,0002,0012,0004,0001,0010,0004,0002
0006,0004,0002,0009,0004,0001,0010,0004,0002
0006,0004,0002,0009,0004,0001,0010,0004,0002
0006,0004,0002,0006,0004,0001,0010,0004,0002
0006,0004,0002,0007,0004,0001,0010,0004,0002
0006,0004,0002,0007,0004,0001,0010,0004,0002
0005,0004,0002,0007,0004,0002,0010,0004,0003
0005,0001,0002,0005,0001,0002,0009,0002,0003
0003,0001,0002,0005,0001,0002,0005,0002,0001
0002,0001,-001,0004,0001,0000,0003,0000,0001
0003,0001,0001,0004,0001,-001,0004,0000,0003
0003,0000,0001,0004,0001,-001,0004,0000,0003
0003,0000,0001,0004,0000,-001,0004,0002,0003
0002,0000,0001,0004,-001,-002,0003,0002,0003
0002,-001,0001,0004,-001,-002,0003,0002,0004
0002,-001,0001,0003,0001,-002,0003,0001,0004
0002,-001,0001,0003,0001,0000,0003,0001,0004
