delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0000,-001,0001,0000,0000,0000,0000,0000
0000,0000,-003,0001,0001,0001,0001,0000,0000
0000,0000,-003,0001,0001,0001,0001,0001,0000
0000,0000,-001,0001,0000,0001,0001,0001,0002
0001,0000,-001,0001,0000,0001,0000,0001,0002
0001,0000,-001,0001,0000,0001,0001,0000,0002
0002,0000,-001,0001,-001,0001,0002,0000,0000
0001,0000,-001,0001,-001,0002,0002,0000,0000
0001,0000,0000,0002,0001,-001,0002,-001,-001
0001,0000,0000,0002,0001,0001,0000,0000,-001
0001,0000,0000,0000,0001,0000,-001,0000,-001
0002,0000,0001,0000,0001,0001,-001,0000,0001
0002,0000,0001,0000,0000,0001,-001,0000,0002
0002,0000,0003,0001,0001,0007,0001,0000,0006
0001,0005,0027,0002,0002,0025,-001,0003,0011
0001,0007,0032,0002,0009,0030,-001,0004,0013
0001,0007,0032,0002,0009,0030,-001,0004,0013
0001,0007,0021,0002,0009,0027,-001,0004,0013
0001,0007,0009,0002,0009,0018,0000,0004,0013
0001,0007,0009,0002,0009,0016,0000,0004,0013
0010,0009,0003,0011,0014,0004,0007,0011,0004
0012,0009,0003,0017,0014,0004,0013,0011,0004
0012,0005,0001,0017,0009,0004,0013,0005,0005
0011,0003,0001,0016,0007,0005,0013,0005,0005
0006,0002,0001,0010,0006,0005,0011,0004,0002
0005,0001,0001,0008,0004,0005,0008,0003,0002
0004,0001,0001,0005,0004,0005,0007,0002,0000
0002,0001,0001,0004,0001,0003,0007,0000,0000
0002,0001,0001,0002,0001,0000,0004,-001,0000
0003,0001,0000,0002,0001,0000,0004,-001,0000
0003,0001,-001,0002,0001,0000,0004,-001,0000
0003,0002,-001,0002,0001,0000,0003,0001,0000
0001,0002,0000,0002,0002,0000,0002,0001,0000
0001,0002,0000,0002,0002,0001,0002,0001,-002
0001,0001,0000,0002,0002,0002,0004,0001,-002
0001,0000,0002,0002,0000,0002,0004,0001,-001
0000,0001,0002,0004,0000,0002,0005,0000,0001
0000,0000,0000,0004,0000,0002,0002,0000,0001
0000,0001,-001,0004,0001,0002,0005,0000,0002
0001,0001,-001,0003,0001,0001,0004,0000,0002
0002,0001,0001,0003,0001,0000,0004,0001,0002
0002,0001,0001,0003,0001,0000,0003,0001,0002
0001,0001,-001,0003,0001,-001,0002,0001,0001
0001,0001,-001,0003,0001,0000,0002,0001,0001
0001,0000,-002,0001,0001,0002,0002,0000,0001
0001,0000,-001,0001,0001,0002,0003,0001,0001
0001,0000,-001,0001,0001,0001,0003,0001,0001
0000,0000,0000,0001,0000,0000,0003,0001,0000
0000,0000,0000,0001,0001,0000,0003,0001,0000
0000,0000,0000,0001,0000,0000,0002,0000,0000
0000,0002,-001,0001,-001,0000,0002,0000,0000
0001,0002,-001,0001,-001,0000,0002,0001,0002
0003,0002,-001,0001,0000,0000,0000,0001,0002
0001,0000,-001,0001,0000,0003,0002,0000,0002
0000,0000,-001,0001,0000,0003,0002,0000,0001
