delta1,delta2,delta3,delta4
00002,00056,00010,00009
00002,00081,00010,00009
00002,00104,00010,00009
00005,00128,00030,00018
00005,00128,00027,00018
00005,00128,00031,00018
00005,00128,00026,00018
00005,00128,00023,00018
00005,00128,00024,00018
00005,00046,00017,00013
00004,00024,00010,00011
00004,00024,00010,00011
00004,00024,00003,00011
00004,00024,00004,00011
00004,00024,00007,00011
00004,00024,00003,00011
00002,00006,00003,00004
00002,00007,00003,00004
00002,00007,00003,00004
00002,00000,00003,00004
00002,00009,00003,00004
00002,-0002,00003,00004
00003,-0002,00004,00003
00001,-0003,00000,00000
-0001,-0003,00000,00001
00000,-0001,00000,00000
00001,00003,00003,00002
00001,00002,00000,00000
00000,00002,00002,00003
00000,00000,00000,00002
00003,00004,00001,00001
00005,-0001,00001,00001
00002,00001,00003,00003
00000,-0003,00000,00001
00001,00003,00004,00005
00002,00004,00004,00000
00000,00006,00004,00002
00003,00011,00000,00001
00004,00012,00002,00002
00004,00012,00005,00004
