delta0,delta1,delta2,delta3,delta4
0012,0011,0022,0031,0040
0012,0011,0023,0036,0041
0014,0013,0023,0048,0049
0012,0013,0029,0052,0049
0016,0017,0030,0054,0049
0015,0017,0038,0074,0048
0015,0017,0042,0074,0048
0015,0018,0044,0081,0047
0015,0019,0051,0077,0045
0019,0019,0060,0077,0045
0019,0023,0060,0055,0040
0019,0024,0055,0052,0038
0021,0024,0053,0046,0038
0021,0024,0044,0042,0034
0021,0029,0041,0039,0034
0022,0029,0041,0039,0034
0022,0027,0028,0031,0032
0019,0026,0028,0028,0031
0018,0024,0025,0028,0031
0014,0013,0024,0023,0020
0010,0013,0023,0019,0019
0008,0013,0023,0017,0019
0003,0010,0011,0008,0009
0003,0010,0011,0006,0009
0002,0010,0011,0006,0009
0000,0009,0007,0004,0004
0000,0003,0005,-001,0003
0000,0003,0005,-001,0003
-002,0003,0001,-001,0000
-002,0004,0001,0001,0000
