delta0,delta1,delta2,delta3,delta4
0006,0003,0013,0038,0034
0006,0003,0013,0043,0034
0010,0006,0027,0057,0028
0010,0006,0027,0057,0028
0010,0007,0032,0064,0028
0012,0008,0046,0064,0024
0012,0008,0046,0064,0024
0013,0010,0054,0064,0024
0019,0019,0054,0036,0021
0019,0019,0054,0036,0021
0019,0019,0054,0034,0021
0015,0018,0023,0017,0008
0015,0018,0023,0017,0008
0014,0017,0015,0016,0008
-001,0002,-001,0003,-005
-001,0002,-001,0003,-005
-001,0001,-001,0003,-005
-013,-011,-017,-017,-024
-013,-011,-017,-017,-024
-014,-011,-018,-024,-028
-014,-011,-018,-024,-028
-014,-011,-018,-024,-028
-014,-012,-020,-020,-027
-014,-012,-020,-020,-027
-014,-012,-020,-020,-027
-011,-013,-017,-019,-031
-010,-012,-016,-018,-030
-010,-012,-016,-018,-030
-010,-010,-015,-020,-024
-010,-010,-015,-020,-024
