delta0,delta1,delta2,delta3,delta4
0010,0013,0021,0030,0035
0013,0015,0023,0031,0038
0013,0015,0025,0042,0043
0013,0015,0030,0050,0043
0016,0017,0030,0050,0043
0016,0017,0038,0064,0043
0016,0019,0042,0064,0043
0016,0022,0045,0054,0032
0016,0023,0053,0053,0032
0022,0023,0053,0049,0033
0022,0024,0041,0040,0036
0022,0029,0038,0037,0035
0024,0029,0036,0036,0035
0024,0030,0029,0033,0031
0021,0028,0029,0030,0031
0018,0028,0029,0028,0031
0015,0014,0021,0016,0021
0009,0014,0019,0013,0019
0004,0012,0019,0008,0017
0000,0007,0005,0008,0003
0000,0004,0005,0004,0003
0002,0004,0005,0004,0000
0002,0003,0000,0004,0002
0002,0003,0000,0002,0002
0000,0003,0000,0002,0002
0002,0005,0004,0000,0001
0002,0008,0004,0000,0001
0002,0008,0004,0000,0001
0000,0003,0000,0001,0000
0000,0003,0000,0001,0000
