delta0,delta1,delta2,delta3,delta4
0009,0009,0015,0035,0025
0009,0009,0015,0035,0025
0011,0013,0032,0058,0026
0011,0013,0032,0058,0026
0011,0013,0032,0058,0026
0011,0013,0042,0051,0016
0011,0013,0042,0044,0016
0011,0013,0042,0044,0016
0019,0017,0043,0033,0020
0019,0017,0043,0028,0020
0019,0017,0043,0028,0020
0023,0022,0032,0024,0007
0023,0022,0023,0019,0007
0023,0022,0023,0019,0007
0014,0013,0012,0012,0001
0007,0006,0009,0006,-003
0007,0006,0009,0006,-003
-002,0000,-004,-005,-012
-002,0000,-006,-005,-012
-002,0000,-006,-005,-012
0000,-002,-005,-008,-010
0000,-002,-005,-008,-010
0000,-002,-005,-008,-010
0001,-001,-008,-009,-013
0001,-001,-008,-009,-013
0001,-001,-008,-009,-013
-004,-003,-010,-015,-019
-004,-003,-010,-015,-019
-004,-003,-010,-015,-019
-004,-004,-009,-010,-019
