delta0,delta1,delta2,delta3,delta4
0022,0022,0027,0030,0038
0022,0022,0027,0030,0038
0025,0025,0032,0042,0046
0025,0025,0032,0043,0046
0025,0025,0032,0043,0046
0029,0030,0044,0045,0037
0030,0030,0044,0045,0037
0030,0030,0044,0045,0037
0028,0027,0035,0032,0033
0028,0027,0035,0032,0033
0028,0027,0035,0032,0033
0022,0022,0022,0022,0026
0020,0022,0022,0022,0026
0020,0022,0022,0022,0026
0017,0017,0021,0017,0021
0017,0017,0021,0017,0021
0017,0017,0021,0017,0021
0019,0016,0018,0016,0020
0020,0016,0018,0016,0020
0020,0016,0018,0016,0020
0014,0015,0016,0014,0018
0014,0015,0016,0014,0018
0014,0015,0016,0014,0018
0019,0017,0021,0016,0016
0019,0017,0021,0016,0016
0019,0017,0021,0016,0016
0015,0014,0014,0014,0018
0015,0014,0014,0014,0018
0015,0014,0014,0014,0018
0017,0016,0019,0012,0017
