delta0,delta1,delta2,delta3,delta4
0009,0005,0019,0052,0058
0009,0005,0019,0052,0058
0009,0007,0026,0069,0041
0009,0007,0029,0069,0031
0009,0007,0029,0069,0031
0007,0008,0043,0062,0019
0007,0008,0054,0061,0019
0007,0008,0054,0061,0019
0016,0014,0060,0049,0018
0016,0020,0060,0037,0018
0016,0020,0060,0037,0018
0035,0042,0037,0022,0018
0035,0042,0030,0022,0018
0035,0042,0030,0022,0018
0022,0032,0022,0021,0012
0017,0019,0022,0019,0012
0017,0019,0022,0019,0012
0000,0007,0002,0001,-005
-003,-006,-003,-008,-012
-003,-006,-003,-008,-012
-006,-006,-013,-013,-017
-006,-006,-013,-013,-017
-006,-006,-013,-013,-017
-012,-009,-017,-020,-024
-012,-009,-017,-020,-024
-012,-009,-017,-020,-024
-005,-007,-013,-013,-020
-005,-007,-013,-013,-020
-004,-006,-012,-012,-019
-010,-010,-015,-020,-028
