delta0,delta1,delta2,delta3,delta4
0012,0014,0026,0040,0053
0012,0014,0027,0043,0058
0017,0014,0031,0061,0080
0018,0016,0032,0078,0082
0019,0016,0034,0093,0082
0021,0021,0041,0121,0079
0021,0021,0050,0138,0069
0021,0021,0050,0139,0068
0021,0021,0055,0148,0062
0021,0021,0063,0148,0062
0021,0021,0072,0147,0056
0023,0025,0107,0127,0048
0027,0025,0115,0094,0048
0027,0025,0115,0070,0048
0047,0040,0089,0066,0053
0047,0040,0069,0055,0053
0047,0040,0058,0055,0048
0047,0040,0056,0052,0048
0047,0040,0048,0052,0048
0034,0038,0041,0036,0036
0023,0025,0040,0032,0033
0014,0014,0029,0013,0017
0004,0004,0011,0011,0009
0004,-001,0010,0007,0001
0004,-001,0003,0007,-001
0004,-001,0003,-002,-001
0004,0000,-003,-002,0001
0004,0000,-001,-002,0001
0003,0000,-001,-001,0001
0003,0000,-001,-001,0003
