delta0,delta1,delta2,delta3,delta4
0011,0005,0024,0049,0050
0011,0005,0024,0050,0050
0008,0004,0029,0080,0042
0008,0004,0029,0080,0042
0008,0004,0029,0080,0042
0010,0010,0048,0091,0035
0010,0010,0052,0091,0035
0010,0010,0057,0075,0035
0020,0016,0068,0061,0027
0020,0016,0068,0049,0027
0020,0016,0054,0049,0027
0038,0037,0044,0035,0025
0038,0037,0037,0035,0025
0032,0036,0034,0034,0025
0023,0033,0023,0021,0019
0012,0011,0017,0019,0019
0000,0004,0010,0006,0005
-006,-002,-005,-007,-008
-006,-002,-007,-007,-008
-006,-002,-007,-007,-008
-010,-005,-008,-008,-014
-009,-004,-007,-007,-013
-009,-004,-007,-007,-013
-007,-006,-011,-011,-011
-007,-006,-011,-011,-011
-007,-006,-011,-011,-011
-005,-003,-011,-011,-013
-005,-003,-011,-011,-013
-005,-003,-011,-011,-013
-010,-006,-007,-007,-016
