delta0,delta1,delta2,delta3,delta4
0019,0019,0026,0029,0035
0019,0019,0026,0029,0035
0022,0025,0032,0036,0047
0022,0025,0032,0036,0047
0022,0025,0032,0036,0047
0032,0031,0042,0055,0059
0030,0031,0042,0055,0059
0030,0031,0042,0055,0059
0030,0030,0050,0067,0055
0034,0030,0054,0072,0055
0034,0030,0054,0072,0055
0033,0033,0061,0065,0054
0033,0033,0063,0065,0054
0033,0033,0063,0065,0054
0038,0039,0054,0049,0049
0038,0039,0051,0047,0049
0038,0039,0051,0047,0049
0026,0026,0031,0030,0033
0026,0026,0031,0030,0033
0026,0026,0031,0030,0033
0022,0022,0026,0017,0023
0021,0022,0025,0017,0023
0021,0022,0025,0017,0023
0019,0017,0017,0014,0020
0019,0017,0017,0014,0020
0019,0017,0017,0014,0020
0021,0017,0017,0016,0018
0021,0017,0017,0016,0018
0021,0017,0017,0016,0018
0016,0016,0016,0013,0017
