delta0,delta1,delta2,delta3,delta4
0012,0010,0025,0029,0031
0012,0010,0025,0036,0031
0012,0011,0028,0040,0039
0013,0011,0028,0044,0040
0014,0011,0033,0047,0040
0015,0013,0037,0054,0035
0015,0013,0039,0054,0035
0017,0013,0041,0054,0035
0019,0021,0043,0035,0032
0028,0022,0041,0035,0030
0028,0024,0036,0032,0030
0019,0024,0027,0026,0027
0017,0021,0024,0023,0019
0013,0012,0024,0016,0019
0006,0011,0011,0003,0004
0006,0006,0008,0003,0004
0006,0006,0008,0003,0004
0000,-002,0003,-002,0001
0000,-002,0003,-002,0001
0000,-002,0003,-002,0001
0000,0000,0000,0002,0001
0000,0000,0000,0002,0001
0000,0000,0000,0002,0001
0003,0005,0003,-001,-002
0004,0005,0004,-001,-002
0004,0005,0004,-001,-002
0002,0001,0002,0001,0000
0002,0001,0002,0000,0000
0000,0001,0002,0000,0000
0003,0002,0001,-003,0001
