delta0,delta1,delta2,delta3,delta4
0010,0012,0022,0031,0041
0012,0012,0024,0040,0048
0013,0013,0025,0041,0052
0013,0013,0027,0050,0054
0015,0013,0027,0056,0054
0016,0017,0031,0057,0047
0016,0017,0033,0064,0047
0016,0017,0040,0064,0047
0015,0015,0041,0060,0038
0015,0015,0041,0055,0038
0015,0014,0043,0053,0038
0018,0018,0047,0042,0034
0021,0023,0047,0041,0034
0021,0023,0043,0040,0034
0021,0025,0034,0033,0032
0023,0028,0031,0032,0031
0023,0028,0029,0030,0031
0017,0021,0026,0024,0025
0017,0018,0025,0021,0024
0017,0016,0023,0021,0020
0004,0004,0009,0008,0009
0004,0004,0009,0008,0007
0004,0004,0007,0005,0006
0000,0002,0001,0002,0001
0000,0002,0001,0002,0001
0000,0002,0001,0000,0001
0000,0002,0002,0000,-001
0001,0002,0002,0000,-001
0002,0002,0002,0000,-001
0002,0000,-003,-003,-001
