delta0,delta1,delta2,delta3,delta4
0018,0016,0030,0049,0068
0018,0017,0030,0050,0074
0018,0017,0035,0076,0098
0018,0018,0035,0094,0098
0022,0018,0038,0107,0070
0026,0027,0050,0136,0068
0026,0027,0050,0136,0063
0026,0027,0050,0132,0058
0026,0027,0067,0126,0048
0022,0015,0076,0120,0048
0022,0015,0093,0087,0047
0025,0023,0093,0077,0043
0034,0026,0082,0057,0043
0034,0026,0052,0043,0037
0034,0026,0049,0039,0034
0034,0026,0047,0034,0034
0034,0026,0040,0029,0031
0031,0026,0031,0027,0018
0014,0011,0029,0017,0016
0003,0001,0015,0009,0005
0001,-002,0011,0002,0000
0000,-002,0000,0000,-003
0000,-002,0000,0000,-003
0002,-003,0001,-001,-002
0002,-003,0001,-001,-002
0001,-003,0000,-001,-002
-002,-002,0000,-005,-002
-002,-002,0000,-005,-002
-002,-002,-001,-005,-002
-003,0002,-001,-001,0000
