delta0,delta1,delta2,delta3,delta4
0007,0011,0024,0032,0043
0007,0011,0026,0039,0048
0015,0011,0027,0043,0056
0015,0011,0027,0055,0056
0017,0016,0027,0058,0064
0018,0016,0033,0081,0063
0018,0016,0036,0095,0063
0019,0021,0040,0099,0054
0016,0022,0053,0100,0050
0016,0023,0066,0100,0050
0016,0023,0068,0088,0049
0023,0025,0086,0087,0049
0027,0025,0086,0076,0049
0028,0027,0071,0059,0051
0056,0053,0061,0058,0052
0060,0078,0051,0058,0054
0060,0078,0051,0058,0057
0048,0051,0050,0054,0058
0035,0033,0049,0054,0058
0016,0012,0039,0022,0036
0008,0008,0033,0014,0035
0005,0000,0018,0005,0016
0000,0000,0006,0003,0007
0000,0000,0000,0001,0000
0000,-002,-002,0000,-002
0001,-002,-002,0000,-002
0001,-002,-001,0000,0000
0001,-002,-001,0000,0000
0001,-002,-001,0000,0000
-002,-003,0002,0000,-001
