delta0,delta1,delta2,delta3,delta4
0009,0015,0019,0046,0047
0009,0015,0019,0046,0047
0014,0015,0027,0096,0061
0015,0015,0037,0097,0061
0015,0015,0037,0109,0061
0035,0034,0054,0115,0043
0035,0034,0054,0115,0042
0035,0034,0054,0115,0042
0035,0034,0080,0105,0038
0016,0013,0085,0084,0038
0016,0013,0089,0075,0038
0039,0038,0089,0062,0028
0039,0038,0079,0052,0028
0039,0038,0078,0052,0028
0039,0038,0063,0041,0029
0036,0038,0045,0041,0029
0036,0039,0045,0041,0029
0036,0039,0037,0029,0019
0018,0024,0031,0021,0017
0018,0022,0031,0021,0017
0010,0006,0025,0013,0004
0000,0000,0013,0003,-004
0000,0000,0013,0003,-004
-003,-001,0000,-004,-009
-005,-005,-004,-004,-009
-005,-005,-004,-004,-009
0000,0000,-009,-011,-013
0000,0000,-009,-011,-013
0000,0000,-009,-011,-013
-007,-005,-008,-009,-012
