delta0,delta1,delta2,delta3,delta4
0008,0011,0020,0031,0035
0010,0013,0023,0031,0035
0010,0013,0026,0042,0049
0013,0016,0026,0051,0049
0013,0016,0031,0051,0049
0013,0016,0031,0063,0049
0015,0013,0031,0063,0049
0015,0015,0037,0076,0043
0015,0015,0041,0069,0043
0018,0015,0049,0069,0043
0019,0017,0053,0061,0041
0019,0021,0055,0058,0040
0021,0022,0055,0058,0040
0027,0024,0052,0043,0040
0031,0032,0049,0043,0042
0031,0032,0047,0043,0042
0027,0035,0035,0041,0037
0027,0033,0035,0039,0037
0025,0033,0035,0039,0037
0020,0020,0031,0031,0032
0017,0019,0031,0027,0029
0016,0015,0026,0025,0025
0007,0010,0017,0010,0015
0007,0010,0017,0006,0014
0007,0003,0015,0004,0014
0000,0003,0009,0001,0002
0000,0003,0008,0001,0002
0000,0003,0006,0001,0002
0003,0006,0005,-004,0002
0002,0003,0005,-004,0002
