delta0,delta1,delta2,delta3,delta4
0011,0013,0022,0028,0036
0011,0015,0022,0030,0042
0011,0015,0028,0041,0047
0013,0015,0028,0050,0047
0017,0020,0033,0054,0047
0018,0021,0042,0071,0046
0018,0022,0049,0071,0046
0019,0022,0051,0053,0036
0019,0024,0052,0052,0036
0026,0028,0052,0038,0036
0026,0029,0034,0035,0032
0021,0028,0028,0027,0029
0020,0027,0027,0027,0029
0013,0010,0014,0008,0014
0007,0010,0014,0008,0014
0005,0010,0010,0005,0010
0005,0004,0003,0005,0003
0003,0004,0001,0003,0003
0003,0004,0001,0003,0003
0003,0006,0001,0001,0004
0003,0005,0000,0000,0002
0003,0005,0000,0000,0002
0002,0005,0000,0000,0000
0002,0004,0003,-001,0000
0002,0004,0004,-001,0000
-002,0002,0003,-001,-001
-002,0002,0004,0000,-001
-001,0002,-002,0000,-001
0001,0005,0003,0000,0000
0000,0004,0003,-001,-001
