delta0,delta1,delta2,delta3,delta4
0009,0013,0023,0029,0036
0010,0013,0023,0031,0038
0010,0013,0025,0041,0038
0014,0014,0025,0041,0042
0014,0014,0026,0051,0046
0016,0014,0028,0056,0046
0016,0016,0033,0056,0039
0016,0016,0036,0056,0039
0015,0016,0041,0054,0039
0016,0017,0042,0053,0039
0016,0017,0048,0053,0041
0019,0020,0048,0051,0041
0020,0024,0046,0038,0042
0020,0024,0041,0038,0038
0022,0027,0041,0038,0038
0024,0028,0032,0029,0032
0022,0027,0030,0028,0032
0022,0025,0030,0027,0032
0017,0017,0026,0020,0023
0016,0014,0024,0017,0021
0008,0011,0019,0011,0019
0007,0010,0013,0005,0010
0004,0006,0011,0005,0009
0004,0006,0010,0005,0007
0002,0005,0006,-001,0001
0002,0005,0005,-002,0001
0002,0005,0005,-002,0001
-002,0001,0002,-002,0000
-002,0001,0002,-002,0000
-002,0001,0002,-002,0000
