delta0,delta1,delta2,delta3,delta4
0005,0008,0019,0031,0015
0005,0008,0019,0031,0015
0005,0002,0029,0027,0008
0005,0006,0029,0027,0008
0005,0006,0029,0027,0008
0012,0014,0034,0023,0011
0012,0014,0034,0023,0011
0012,0014,0034,0023,0011
0023,0023,0023,0018,0010
0023,0023,0023,0018,0010
0023,0023,0023,0018,0010
0015,0021,0014,0011,0009
0014,0012,0014,0011,0009
0014,0012,0014,0011,0009
0005,0008,0007,-001,-003
0003,0007,0007,-002,-005
0003,0007,0007,-002,-005
-007,-004,-012,-013,-019
-007,-004,-012,-013,-019
-007,-004,-012,-013,-019
-009,-006,-013,-018,-024
-009,-006,-013,-018,-024
-008,-005,-012,-017,-023
-006,-005,-012,-014,-022
-006,-005,-012,-014,-022
-006,-005,-012,-014,-022
-006,-006,-013,-017,-024
-006,-005,-013,-017,-024
-006,-005,-013,-017,-024
-005,-005,-012,-013,-020
