delta0,delta1,delta2,delta3,delta4
0013,0012,0021,0033,0039
0013,0014,0027,0036,0043
0017,0014,0027,0045,0054
0017,0014,0027,0058,0054
0016,0018,0031,0060,0048
0016,0018,0031,0071,0048
0016,0018,0041,0071,0047
0016,0019,0041,0054,0033
0016,0019,0041,0053,0032
0017,0019,0040,0045,0032
0017,0018,0033,0029,0027
0016,0018,0025,0026,0021
0011,0018,0022,0022,0021
0012,0015,0021,0018,0018
0011,0015,0020,0015,0018
0011,0010,0016,0012,0018
0002,0006,0009,0010,0006
0002,0006,0009,0010,0004
0002,0006,0006,0010,0004
0002,0007,0008,0006,0002
0003,0006,0008,0006,0002
0002,0006,0008,0006,0002
-001,0004,0001,0006,-001
-001,0004,0001,0004,-001
-002,0004,-002,0004,-001
0003,0006,0002,0002,0001
0003,0007,0003,0001,0002
0003,0007,0003,0001,0002
-002,0006,0000,0001,0000
-002,0006,0000,0004,0000
