delta0,delta1,delta2,delta3,delta4
0015,0014,0020,0043,0057
0015,0014,0020,0043,0057
0016,0014,0024,0064,0052
0016,0014,0026,0066,0051
0016,0014,0026,0066,0051
0011,0010,0033,0069,0035
0012,0010,0041,0069,0035
0012,0010,0041,0069,0035
0016,0015,0053,0052,0024
0016,0015,0053,0046,0024
0016,0015,0053,0046,0024
0025,0023,0048,0034,0023
0025,0023,0033,0027,0023
0025,0023,0033,0027,0023
0020,0022,0020,0021,0011
0013,0017,0014,0010,0011
0013,0017,0014,0010,0011
0006,0002,0005,0001,-005
-003,0000,-002,-001,-008
-003,0000,-002,-001,-008
-002,-002,-004,-006,-011
-001,-001,-003,-005,-010
-001,-001,-003,-005,-010
-003,-001,-011,-011,-014
-003,-001,-010,-011,-014
-003,-001,-010,-011,-014
-006,-004,-005,-008,-014
-005,-004,-005,-008,-014
-005,-004,-005,-008,-014
-001,-001,-011,-008,-014
