delta0,delta1,delta2,delta3,delta4
0005,0004,0017,0030,0035
0005,0004,0017,0031,0035
0013,0010,0020,0053,0046
0013,0010,0020,0056,0046
0013,0010,0020,0064,0046
0012,0011,0037,0090,0038
0012,0011,0039,0090,0038
0012,0011,0039,0090,0038
0013,0013,0062,0076,0033
0013,0013,0063,0069,0033
0013,0013,0063,0052,0033
0021,0019,0063,0047,0030
0024,0023,0061,0047,0030
0026,0025,0048,0047,0030
0048,0052,0044,0036,0032
0048,0052,0037,0036,0032
0028,0038,0036,0036,0032
0027,0035,0029,0024,0020
0014,0017,0029,0022,0020
0003,0002,0013,0004,0003
0000,0001,0000,-003,-006
-005,-003,0000,-004,-007
-005,-003,0000,-004,-007
-005,-003,-009,-011,-010
-005,-003,-009,-011,-010
-005,-002,-009,-011,-010
-008,-004,-003,-007,-014
-008,-004,-003,-007,-014
-008,-004,-003,-007,-014
-004,-005,-011,-007,-014
