delta0,delta1,delta2,delta3,delta4
0006,0007,0027,0044,0015
0006,0007,0027,0044,0015
0010,0007,0043,0035,0009
0010,0009,0043,0033,0009
0010,0009,0043,0033,0009
0022,0024,0039,0026,0018
0022,0027,0035,0026,0018
0022,0027,0035,0026,0018
0021,0027,0020,0013,0012
0016,0022,0020,0013,0012
0016,0022,0020,0013,0012
0005,0010,0004,0004,-002
0000,-002,-004,-007,-011
0000,-002,-004,-007,-011
-008,-007,-011,-020,-019
-008,-008,-011,-020,-019
-008,-008,-011,-020,-019
-007,-006,-015,-015,-024
-007,-006,-015,-015,-024
-007,-006,-015,-015,-024
-010,-009,-012,-019,-025
-010,-008,-012,-019,-025
-010,-008,-012,-019,-025
-008,-008,-013,-017,-025
-008,-011,-013,-017,-025
-008,-011,-013,-017,-025
-009,-009,-012,-018,-023
-009,-008,-012,-018,-023
-008,-007,-011,-017,-022
-004,-003,-011,-012,-018
