delta0,delta1,delta2,delta3,delta4
0011,0013,0025,0030,0034
0011,0017,0025,0039,0046
0014,0017,0025,0043,0046
0014,0013,0025,0047,0041
0014,0013,0029,0054,0041
0014,0014,0034,0054,0041
0014,0015,0034,0054,0034
0014,0015,0039,0052,0034
0017,0017,0041,0039,0034
0019,0025,0041,0035,0034
0019,0027,0040,0035,0030
0021,0027,0035,0035,0030
0021,0027,0027,0034,0030
0019,0024,0027,0029,0030
0017,0024,0026,0029,0030
0014,0015,0024,0024,0020
0009,0012,0024,0017,0020
0005,0012,0020,0016,0020
0003,0008,0012,0008,0009
0003,0008,0011,0004,0009
0001,0008,0009,0004,0009
0001,0006,0008,0004,0001
0001,0006,0005,0002,0001
0000,0006,0003,0002,0001
-004,0001,0002,0002,0003
-004,0001,0002,0002,0003
0003,0001,0002,0002,0003
0003,0005,-001,0002,0000
0003,0005,-001,0001,0000
0000,0005,0003,0001,0000
