delta0,delta1,delta2,delta3,delta4
0013,0013,0019,0037,0033
0013,0013,0019,0037,0033
0012,0010,0029,0055,0033
0012,0012,0029,0058,0033
0012,0012,0029,0058,0033
0017,0015,0046,0061,0025
0017,0015,0046,0061,0025
0017,0015,0046,0061,0025
0019,0017,0047,0044,0017
0019,0020,0047,0036,0017
0019,0020,0047,0036,0017
0024,0025,0037,0026,0014
0024,0025,0029,0026,0014
0024,0025,0029,0026,0014
0036,0038,0043,0040,0043
0036,0038,0043,0040,0043
0022,0024,0028,0023,0028
0022,0024,0028,0023,0028
0022,0024,0028,0023,0028
0018,0019,0017,0016,0022
0018,0019,0017,0016,0022
0018,0019,0017,0016,0022
0020,0025,0020,0014,0019
0020,0025,0020,0014,0019
0020,0025,0020,0014,0019
0017,0018,0018,0021,0023
0017,0018,0018,0021,0023
0017,0018,0018,0021,0023
0022,0020,0021,0014,0020
0019,0020,0021,0014,0020
