delta0,delta1,delta2,delta3,delta4
0017,0016,0026,0051,0070
0017,0016,0029,0054,0078
0018,0016,0033,0091,0078
0018,0017,0037,0105,0074
0016,0017,0039,0117,0060
0016,0017,0048,0128,0057
0016,0017,0054,0128,0057
0016,0017,0060,0120,0050
0020,0018,0078,0117,0047
0022,0018,0085,0085,0039
0025,0018,0085,0056,0039
0029,0030,0069,0052,0038
0029,0030,0064,0050,0038
0029,0030,0054,0040,0037
0029,0030,0047,0040,0036
0031,0038,0045,0037,0036
0031,0038,0040,0035,0030
0026,0020,0039,0033,0026
0018,0014,0029,0026,0026
0006,0003,0021,0010,0010
0002,0001,0018,0000,0005
0000,0000,0012,0000,0004
0001,-002,0002,-002,-003
0001,-002,-003,-002,-003
0001,-002,-003,-003,-003
-005,-003,-005,-003,-003
-005,-003,-005,-003,-003
-001,-003,-006,-003,-003
0000,-001,-003,-003,-007
-001,-002,-005,-003,-007
