delta0,delta1,delta2,delta3,delta4
0001,0000,0012,0038,0020
0001,0000,0012,0038,0020
0008,0009,0034,0052,0019
0008,0009,0034,0052,0019
0008,0009,0034,0052,0019
0012,0010,0040,0037,0009
0012,0011,0040,0030,0009
0012,0011,0040,0030,0009
0023,0024,0035,0024,0014
0023,0024,0032,0024,0014
0023,0024,0032,0024,0014
0015,0023,0013,0009,0000
0003,0005,0006,0004,0000
0003,0005,0006,0004,0000
-003,-003,-007,-010,-015
-003,-003,-007,-012,-015
-003,-003,-007,-012,-015
-008,-010,-014,-019,-023
-008,-010,-014,-019,-023
-008,-010,-014,-019,-023
-009,-011,-014,-019,-025
-009,-011,-014,-019,-025
-009,-011,-014,-019,-025
-007,-010,-016,-017,-026
-007,-010,-016,-017,-026
-007,-010,-016,-017,-026
-010,-010,-016,-021,-028
-010,-009,-016,-021,-028
-010,-009,-016,-021,-028
-010,-009,-012,-020,-023
