delta0,delta1,delta2,delta3,delta4
0011,0011,0025,0032,0036
0011,0011,0025,0038,0049
0012,0011,0025,0043,0049
0015,0015,0028,0048,0050
0017,0017,0028,0058,0049
0017,0017,0037,0077,0049
0017,0017,0039,0077,0041
0019,0022,0055,0077,0040
0019,0022,0055,0068,0040
0019,0022,0055,0052,0038
0021,0024,0052,0048,0038
0024,0029,0049,0046,0038
0025,0029,0034,0032,0027
0024,0029,0029,0029,0027
0019,0025,0029,0029,0027
0015,0014,0025,0016,0017
0014,0012,0021,0016,0017
0009,0011,0018,0016,0017
0003,0006,0009,0004,0006
0002,0006,0009,0004,0006
0002,0006,0009,0004,0006
0002,0000,-002,0000,0002
0000,0000,-002,0000,0002
0000,0000,-002,0000,0002
0000,0003,0001,0000,0001
-001,0001,0005,0000,0001
-003,0001,0005,0000,0001
-003,0001,0006,0000,-002
-003,0001,-002,0000,-002
0001,0001,-002,0000,-002
