delta0,delta1,delta2,delta3,delta4
0013,0011,0019,0035,0046
0013,0011,0019,0035,0049
0013,0013,0026,0064,0054
0013,0013,0026,0069,0054
0013,0013,0026,0074,0053
0019,0013,0039,0098,0041
0019,0013,0040,0098,0041
0019,0013,0044,0087,0041
0018,0015,0072,0074,0032
0018,0015,0072,0064,0032
0018,0020,0062,0050,0032
0033,0029,0055,0041,0033
0033,0039,0046,0041,0033
0036,0042,0037,0041,0033
0029,0039,0027,0024,0020
0021,0024,0022,0024,0020
0006,0012,0018,0015,0016
0005,0005,0010,0003,-001
0001,-001,-002,-003,-003
0001,-001,-002,-003,-003
-009,-009,-010,-008,-014
-009,-009,-010,-008,-014
-009,-009,-010,-008,-014
-009,-006,-016,-012,-017
-009,-006,-016,-012,-017
-009,-006,-016,-012,-017
-009,-009,-012,-010,-019
-009,-009,-012,-010,-019
-009,-009,-012,-010,-019
-013,-007,-014,-013,-012
