delta0,delta1,delta2,delta3,delta4
0011,0007,0018,0027,0035
0011,0007,0024,0031,0042
0014,0012,0026,0054,0066
0014,0012,0026,0064,0066
0016,0012,0026,0073,0060
0017,0014,0043,0112,0052
0017,0014,0043,0114,0052
0017,0014,0045,0121,0052
0017,0014,0057,0123,0044
0017,0014,0058,0123,0044
0017,0014,0067,0099,0041
0021,0018,0105,0099,0034
0021,0018,0105,0074,0034
0016,0013,0095,0060,0034
0016,0013,0090,0049,0039
0016,0013,0080,0049,0039
0016,0013,0055,0048,0039
0040,0044,0050,0037,0031
0040,0044,0043,0037,0031
0039,0040,0043,0035,0031
0028,0035,0035,0032,0025
0024,0020,0035,0032,0025
0011,0011,0035,0020,0018
0008,0003,0016,0003,0005
0008,0003,0016,0003,0005
0004,0003,0003,0000,0005
-005,-003,-002,-005,-009
-005,-003,-002,-005,-009
-005,-003,-002,-005,-009
-003,-001,-010,-011,-015
