delta0,delta1,delta2,delta3,delta4
0014,0013,0024,0033,0038
0014,0014,0024,0040,0054
0014,0014,0025,0047,0061
0018,0015,0034,0048,0064
0019,0020,0034,0057,0073
0019,0020,0034,0075,0073
0018,0017,0036,0078,0064
0018,0017,0036,0088,0060
0017,0018,0041,0090,0059
0018,0018,0042,0090,0050
0018,0018,0053,0083,0050
0021,0017,0060,0083,0049
0025,0025,0063,0057,0047
0025,0028,0060,0056,0047
0031,0028,0057,0055,0047
0036,0035,0046,0043,0042
0042,0040,0045,0043,0042
0042,0040,0039,0043,0042
0034,0036,0031,0042,0044
0030,0032,0031,0036,0044
0030,0030,0031,0036,0044
0017,0019,0026,0025,0029
0015,0014,0025,0014,0024
0008,0012,0025,0011,0022
0004,0005,0007,0003,0007
0004,0005,0006,0003,0007
0004,0005,0003,0000,0007
-001,-002,0003,-002,0003
-001,-002,0003,-002,0003
-001,-002,-001,-003,0003
