delta0,delta1,delta2,delta3,delta4
0012,0010,0019,0034,0043
0012,0010,0019,0034,0043
0014,0015,0032,0063,0046
0014,0016,0032,0064,0046
0014,0016,0032,0064,0046
0020,0016,0040,0084,0045
0020,0014,0042,0084,0045
0020,0014,0042,0084,0045
0024,0016,0064,0079,0040
0024,0018,0067,0075,0040
0024,0018,0067,0075,0040
0026,0026,0067,0057,0037
0029,0030,0066,0051,0037
0029,0030,0058,0051,0037
0043,0056,0053,0040,0037
0043,0056,0039,0036,0037
0043,0050,0039,0036,0037
0033,0044,0032,0035,0035
0027,0025,0031,0035,0035
0021,0019,0031,0026,0035
0016,0015,0029,0022,0020
0007,0005,0013,0011,0005
0007,0005,0013,0011,0005
0000,0001,-001,-001,-005
-002,0000,-001,-001,-006
-002,0000,-001,-001,-006
0001,0001,-005,-005,-005
0001,0001,-006,-005,-005
0001,0001,-006,-005,-005
0001,0003,-003,-007,-008
