delta0,delta1,delta2,delta3,delta4
0009,0007,0017,0038,0031
0009,0007,0017,0038,0031
0012,0010,0029,0054,0026
0012,0011,0029,0054,0026
0012,0011,0029,0054,0026
0017,0014,0057,0050,0022
0017,0014,0057,0050,0022
0017,0014,0057,0050,0022
0034,0036,0055,0037,0024
0034,0041,0044,0033,0024
0034,0041,0044,0033,0024
0032,0041,0032,0027,0013
0017,0018,0023,0018,0013
0017,0018,0023,0018,0013
0005,0003,0002,0000,-009
-002,-002,-002,-007,-012
-001,-001,-001,-006,-011
-001,-001,-005,-008,-015
-001,-001,-005,-008,-015
-001,-001,-005,-008,-015
-005,-005,-008,-011,-017
-005,-005,-008,-011,-017
-005,-005,-008,-011,-017
-003,-004,-007,-015,-022
-003,-004,-007,-015,-022
-003,-004,-007,-015,-022
0000,-003,-005,-011,-015
0000,-003,-005,-011,-015
0000,-003,-005,-011,-015
-005,-005,-010,-012,-020
