delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0003,0000,0000,0000,-002,0000,0000,-001
0002,0003,0001,0001,0000,-002,0000,0000,0000
0002,0000,0002,0001,0000,-001,0000,0000,0000
0001,0000,0001,-001,0000,0001,0001,0001,0000
0001,0000,0002,-001,0000,0001,0001,0002,0000
0001,0001,0001,0001,0000,0001,0003,0002,0000
0002,0001,0000,0001,0001,0001,0003,0002,0000
0004,0001,0000,0001,0001,0001,0003,0001,0000
0004,0003,0003,0001,0002,0001,0003,0001,0000
0005,0003,0003,0001,0002,0002,0003,0001,0000
0005,0003,0003,0003,0001,0003,0007,0001,0002
0007,0003,0002,0007,0001,0004,0008,0003,0003
0009,0003,0003,0009,0004,0005,0013,0004,0004
0011,0003,0003,0018,0007,0006,0017,0004,0004
0018,0005,0005,0024,0007,0006,0024,0004,0004
0023,0005,0005,0026,0007,0003,0024,0004,0004
0023,0005,0005,0027,0008,0002,0021,0006,0002
0023,0005,0005,0026,0008,0002,0021,0006,0002
0023,0005,0005,0026,0008,0002,0021,0006,0002
0023,0005,0005,0025,0008,0002,0021,0006,0002
0023,0005,0005,0025,0008,0002,0021,0006,0002
0008,0029,0003,0013,0027,0003,0012,0019,0004
0008,0029,0003,0009,0027,0003,0012,0019,0004
0008,0030,0003,0009,0032,0003,0012,0019,0004
0008,0030,0003,0009,0034,0003,0012,0019,0004
0008,0029,0003,0009,0034,0003,0012,0019,0004
0008,0024,0003,0009,0034,0003,0012,0019,0004
0008,0019,0003,0009,0033,0003,0012,0019,0004
0002,0012,0014,0002,0029,0016,0004,0019,0010
0001,0008,0014,0001,0013,0020,0003,0017,0022
-002,0002,0004,0001,0004,0020,0002,0010,0024
-002,0002,0004,0001,0004,0020,0002,0010,0024
-002,0002,0004,0001,0004,0020,0002,0010,0024
-002,0002,0004,0001,0003,0020,0002,0010,0024
-002,0002,0004,0001,0003,0020,0002,0010,0024
-002,0002,0004,0001,0003,0020,0002,0010,0024
0001,0002,0004,0001,0003,0005,0002,0002,0013
0002,0002,0003,-001,0003,0004,0001,0002,0010
0001,0001,0003,-001,0001,0001,0002,0002,0006
0000,0001,0002,-001,0000,0000,0000,0002,0005
-001,0000,0002,-001,0000,0000,0002,0002,0005
-001,0000,0002,0000,0000,0000,0002,0000,0004
-001,0000,0002,0000,0000,-002,0002,0000,0002
0000,0001,0001,0000,0000,-002,0001,0000,0001
0000,0002,0001,-001,0000,-002,0000,0000,0000
0000,0002,0002,-002,0000,-001,0000,0000,0000
0000,0003,0002,-002,0000,-001,0000,0001,0000
0000,0002,0001,-002,0000,-001,0001,0001,0000
-001,0002,0001,-002,0000,-002,0001,0001,0000
0001,0001,0002,-002,0000,-002,0000,0001,0002
0000,0001,0002,-002,0000,-003,0000,0001,0002
0001,0001,0000,0000,0000,-003,0000,0001,0001
0000,0001,0000,-002,0000,-003,0000,-001,0001
-001,0001,0000,0000,0000,-002,0000,-001,0001
-001,0001,0002,-001,-001,-002,0000,-001,0000
