delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,0000,0001,0001,0002,0001,0001,0000
0002,0000,-002,0003,0001,0002,0001,0001,0000
0002,0000,0001,0003,0001,0002,0003,0001,0000
0002,0001,-002,0003,0001,0002,0003,0001,0000
0001,0001,-001,0001,0001,0000,0003,0001,-001
0001,0001,-001,0001,0001,0000,0002,0001,0000
0001,0001,-001,0001,0001,0001,0003,0001,0000
0002,0002,0001,0002,0001,0002,0002,0001,0000
0002,0001,0000,0003,0001,0002,0004,0000,0001
0003,0001,0002,0003,0002,0002,0003,0003,0001
0005,0001,0000,0005,0002,0002,0004,0002,0001
0009,0001,0003,0007,0004,0002,0004,0003,0001
0010,0001,0002,0011,0005,0006,0007,0003,0001
0014,0002,0003,0013,0006,0006,0008,0004,0002
0020,0004,0003,0021,0006,0007,0010,0004,0002
0024,0005,0003,0027,0007,0007,0014,0005,0002
0027,0007,0003,0029,0007,0007,0021,0005,0002
0027,0007,0003,0029,0007,0007,0021,0005,0002
0027,0007,0003,0029,0007,0007,0021,0005,0002
0027,0007,0003,0030,0007,0007,0021,0005,0002
0027,0007,0003,0032,0007,0007,0021,0005,0002
0024,0007,0003,0032,0007,0007,0021,0005,0002
0021,0007,0003,0032,0007,0007,0021,0005,0002
0018,0018,0003,0029,0020,0004,0020,0013,0000
0011,0029,0000,0018,0029,0004,0019,0021,0000
0003,0029,0000,0009,0032,0005,0013,0024,0003
0003,0024,0000,0007,0046,0005,0013,0024,0003
0003,0021,0000,0006,0048,0005,0013,0024,0003
0003,0021,0000,0003,0048,0005,0013,0024,0003
0003,0021,0000,0003,0048,0005,0013,0024,0003
0003,0021,0000,0003,0045,0005,0013,0024,0003
0000,0005,0005,0003,0028,0015,0004,0029,0010
0000,0005,0007,0002,0010,0025,0004,0029,0019
0000,0005,0007,0002,0010,0025,0004,0023,0019
0000,0005,0007,0002,0006,0024,0004,0016,0019
0000,0005,0007,0002,0005,0024,0004,0016,0019
0000,0005,0007,0002,0002,0024,0004,0016,0019
0000,0005,0007,0002,0003,0024,0004,0016,0019
0000,0005,0007,0002,0003,0024,0004,0016,0019
0000,0003,0003,0001,0003,0008,0001,0004,0019
-001,0002,0002,0001,0002,0005,0001,0003,0016
-001,0002,0002,0001,0002,0003,0004,0003,0007
0000,0002,-001,0002,0002,0002,0004,0003,0005
0000,0001,-001,0002,0002,0000,0002,0003,0002
0000,0000,0000,0002,0002,0000,0002,0003,0001
0001,0000,0001,0002,0000,0000,0002,0001,0000
0001,0002,0001,0002,0001,0000,0001,0001,0001
0001,0002,0001,0002,0001,0000,0000,0002,0000
0000,0002,0001,0002,0001,0000,0000,0002,0000
-001,0002,0000,0001,0000,0000,0000,0001,0000
-001,0001,0000,0000,0000,0002,0002,0001,0000
0000,0001,0001,0000,0000,0002,0003,0001,0000
0001,0001,0001,0000,0000,0002,0002,0002,0001
0001,0002,0001,0001,0000,0002,0001,0002,0001
0001,0001,0001,0001,0001,0001,0001,0002,0001
