delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0003,0000,0001,0003,0002,-001,0006,0002,0002
0003,0001,0000,0005,0002,-001,0006,0002,0002
0003,0001,0000,0005,0005,-001,0007,0003,0002
0004,0002,0000,0005,0005,-001,0007,0003,0002
0003,0002,0000,0005,0004,-001,0009,0003,0002
0003,0002,0000,0007,0004,-001,0009,0002,0002
0003,0003,0001,0007,0003,0000,0009,0002,0003
0004,0004,0001,0008,0003,0000,0009,0005,0003
0005,0004,-001,0011,0006,0001,0010,0005,0003
0005,0003,-001,0012,0006,0001,0010,0006,0003
0006,0003,0001,0012,0006,0001,0010,0007,0004
0004,0004,0001,0012,0007,0001,0009,0010,0004
0006,0004,0001,0010,0008,0001,0006,0012,0004
0005,0005,0001,0008,0016,0001,0005,0017,0004
0005,0009,0003,0005,0022,0002,0004,0017,0004
0004,0013,0003,0002,0022,0003,0003,0017,0005
0003,0013,0004,0002,0018,0006,0001,0015,0006
0003,0009,0007,0002,0010,0011,0000,0007,0013
0002,0004,0011,0002,0005,0021,0000,0004,0016
0001,0003,0011,0002,0004,0021,0001,0002,0016
-001,0001,0006,0002,0002,0009,0001,0001,0012
0000,0000,0003,0002,0000,0005,0000,0000,0005
0000,0000,0003,0001,0000,0001,-001,0000,0002
0000,0000,0001,0000,0000,0000,-001,0000,0002
0000,-001,0001,0001,0000,-001,0001,-001,0001
0000,-001,-001,0001,0000,-002,0001,-001,0002
-001,-001,0000,0001,0001,-002,0000,0000,0002
0000,0000,0000,0001,0001,-001,0000,0000,0002
-001,0000,0000,0001,0001,-001,0001,0000,0002
0000,0000,0001,0000,0000,-001,0001,0000,0001
0000,0001,0001,0001,0000,0000,-001,-001,0001
0000,0000,0001,0001,0000,0000,-001,-001,0001
0000,0001,0002,0001,0000,0000,0000,-001,-001
0000,0001,0002,0001,0001,-001,0000,0000,0002
0000,0002,0000,0001,0001,-001,0000,0000,0002
0000,0002,0000,0002,0001,-002,-002,0000,0002
0001,0001,0000,0002,0000,-001,0001,0001,0002
0001,-001,-001,0002,0000,0000,0001,-001,0001
0001,0000,-001,0001,0000,0000,0001,0000,0000
0001,-002,0000,0001,0000,0000,0000,-001,0000
0001,0000,0001,0001,-001,0000,0000,0000,0000
0001,-001,0001,0001,0000,0000,0000,0000,0000
0001,-001,0000,0001,0000,0000,0001,0000,0001
0000,-001,0000,0001,0001,0000,0001,0001,0003
0000,-001,0000,0002,0001,0002,0002,0001,0003
0000,-001,0000,0002,0001,0001,0002,0001,0002
0000,-001,-001,0002,0001,0001,0002,0001,0002
0000,0000,-001,0001,0001,0001,-002,0001,0001
0000,0000,0000,0001,0002,0000,0001,0001,0004
0000,0000,0003,0001,0001,0001,0000,0001,0001
-002,-001,0003,0002,0000,0000,0000,-001,0002
-002,-001,0001,0002,0000,0000,0000,0001,0001
-002,0000,0001,0002,0001,-001,-001,-001,0002
0001,0000,0002,0000,0001,-002,-002,-001,0002
0001,0000,0002,0000,0000,-001,-002,-001,0002
