delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,-001,0001,0001,0001,0004,0001,-001,0000
-001,-001,0001,0000,0001,0004,0001,-001,0000
0000,-001,0001,0000,0000,0004,0001,0000,0001
0000,0000,0002,0002,0000,0001,0002,0000,0002
0001,0000,-001,0002,0001,0000,0002,0001,0002
0001,0000,0002,0002,0001,0001,0004,0002,0002
0001,0000,0002,0002,0001,0004,0004,0001,0001
0000,-001,0002,0003,0002,0004,0004,0000,0001
0002,0000,0001,0004,0002,0004,0005,0000,0001
0003,0002,0001,0004,0002,0003,0005,0001,0001
0003,0002,0002,0006,0003,0003,0009,0002,0002
0004,0002,0002,0008,0003,0004,0010,0002,0003
0003,0002,0003,0008,0005,0004,0010,0006,0004
0003,0005,0003,0008,0010,0005,0010,0015,0004
0003,0008,0004,0008,0020,0005,0007,0017,0006
0002,0008,0004,0004,0020,0006,0003,0017,0008
-002,0008,0009,0001,0015,0026,0003,0010,0032
-002,-002,0015,0000,0006,0028,-001,0004,0032
-002,-002,0015,0000,0006,0028,-001,0004,0032
-002,-002,0015,0000,0006,0024,-001,0004,0030
-002,-002,0015,0000,0006,0023,-001,0004,0025
-002,-002,0015,0000,0006,0023,-001,0004,0022
0000,0001,0005,0001,0003,0013,-001,0003,0020
0000,0001,0004,0001,0000,0007,0001,0000,0008
0000,0000,0001,0001,0000,0006,0001,0000,0005
-001,0000,0001,0000,0000,0004,0001,0000,0003
0000,0000,0001,0000,0000,0005,0001,0000,0001
-001,0000,0001,0000,-001,0005,0002,0000,0001
-001,0001,0001,0001,-001,0005,0002,-001,0001
-001,0001,0002,0001,0000,0005,0002,-001,0001
-001,0000,0001,0001,0000,0004,0003,0001,0002
-001,0000,0002,0001,0000,0004,0003,0001,0002
-001,0000,0002,0001,0000,0005,0002,0000,0003
-001,0000,0002,0000,0001,0006,0002,0000,0005
0000,0000,0003,0000,0001,0006,0002,0001,0005
0001,0000,0004,0000,0001,0006,0002,0001,0005
0001,0000,0004,0001,0001,0006,0001,0002,0005
0000,0001,0004,0002,0001,0006,0001,0003,0006
0000,0001,0003,0002,0001,0006,0001,0003,0006
0000,0000,0003,0001,0001,0005,0001,0003,0006
0000,-001,0001,0000,0001,0003,0001,0003,0003
0000,-002,0001,0000,0001,0002,0001,0001,0003
-001,-002,0001,0000,0001,0002,0001,0000,0002
-001,-001,0000,0000,0001,0002,0001,0000,0001
-001,0000,0002,0000,0001,0002,0001,0000,0000
0000,0000,0000,0000,0001,0002,0001,0000,0000
-001,0000,0002,0000,0001,0002,0002,-001,0002
0000,0000,0002,0000,0001,0004,0002,0000,0002
0000,0000,0002,0000,0001,0004,0002,-001,0001
0000,0000,0002,0000,0000,0004,0001,-001,0001
0001,0000,0002,0001,0000,0003,0001,-001,0001
0001,0000,0001,0002,0000,0002,0001,0000,0001
0001,0000,0002,0002,0000,0002,0001,0000,-001
0000,0000,-001,0001,0000,0002,0001,0000,-001
0000,-001,0000,0000,0001,0002,0001,0001,-001
