delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0002,-002,0000,0001,0000,0000,-001,0002
0001,0002,-001,0000,0001,-001,-001,-001,0001
0001,0002,-001,0000,0001,0000,-001,-001,-002
0001,0002,0000,0001,0001,0001,0000,-001,0000
-001,0002,0000,0001,0001,0001,0000,-002,-001
-001,0002,0000,0001,0002,0003,0000,-001,0000
0002,0003,0000,0000,0002,-001,-001,-002,-001
0002,0002,-002,0002,0001,-001,0000,0000,0003
0003,0003,-002,0002,0001,-001,0000,0000,0003
0003,0002,0000,0002,0001,0003,0001,0000,0003
0004,0003,0000,0005,0002,0004,0001,0001,0003
0006,0003,0000,0007,0002,0004,0005,0001,0002
0008,0004,-001,0010,0004,0005,0008,0002,0002
0011,0007,0000,0019,0005,0005,0014,0003,0003
0023,0009,0001,0021,0008,0005,0016,0004,0003
0023,0014,0002,0021,0015,0001,0016,0008,0003
0009,0022,0003,0012,0022,0001,0008,0010,0003
0005,0022,0005,0003,0022,0008,0003,0010,0007
0001,0013,0009,0001,0019,0012,0002,0009,0009
0000,0004,0009,0001,0004,0013,0002,0003,0012
0000,0002,0003,0001,0002,0013,0001,0003,0012
0000,0002,0003,0001,0002,0005,0000,0001,0006
0000,0002,-001,0001,0001,0002,0000,0000,0003
0000,0002,-002,0001,0001,0001,-002,0000,0003
0001,0002,-002,0001,0000,0001,-002,0000,0003
0001,0001,-002,0002,0000,0001,0001,0000,0003
0000,0002,-001,0002,0000,-002,0001,0000,0003
0000,0001,-001,0002,0000,-002,0000,-001,0003
0000,0002,-001,0001,0000,-002,0000,-001,0002
0000,0003,-002,0001,0000,0001,0001,-001,0001
0000,0003,-003,0001,0000,0001,0001,0000,0000
0000,0002,-003,0000,0001,0001,-002,-001,0000
0000,0002,-001,0000,0001,0001,-002,-001,0000
-001,0002,-001,0000,0000,0002,-001,-002,0000
-001,0003,-002,0000,0000,0002,0000,-002,0002
-001,0002,-002,0000,0000,0001,0000,-001,0002
0000,0002,-001,0000,0000,0001,0001,-001,0002
0000,0002,-001,0000,-001,0001,0001,-002,0002
0000,0003,0000,0000,-001,0001,0001,-002,-001
0000,0003,-001,0000,0000,0001,0001,0000,0001
0001,0002,-001,0000,0000,0002,0001,0000,0000
0001,0002,-002,0000,0000,0003,0001,0000,0001
0001,0002,-001,0000,0000,0003,0001,-001,0000
0000,0001,0000,0000,0000,0000,0000,-001,0002
0000,0001,0000,0000,0000,0000,0001,0000,0002
0001,0002,-001,0001,0000,0000,0000,0001,0002
0001,0002,-001,0001,0001,0000,0001,0001,0001
0001,0002,-001,0001,0001,-001,0002,0001,0001
0001,0002,-001,0000,0001,-002,0002,0001,0001
0001,0002,-001,0001,0000,-002,0002,0000,0001
0000,0003,-001,0002,0001,0001,-002,0000,0001
0001,0003,-001,0002,0000,0001,-002,-002,0001
0002,0001,0000,0001,0000,0003,0001,-001,0001
0002,0001,0000,0001,0000,0002,0001,-001,0001
0000,0001,0000,0001,0000,0002,0001,-001,0001
